record_type,record_id,textbook_id,lesson_key,word,pinyin,pattern,expression,meaning_en_source,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-ii:片:pian,boya-elementary-ii,,片,pian,,,slice,miếng; lát (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-ii:平:ping,boya-elementary-ii,,平,ping,,,even,phẳng; ngang bằng,translated_subagent_draft
vocabulary,boya-elementary-ii:沙发:shafa,boya-elementary-ii,,沙发,shafa,,,sofa,ghế sofa,translated_subagent_draft
vocabulary,boya-elementary-ii:瓶:ping,boya-elementary-ii,,瓶,ping,,,bottle,chai (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-ii:商店:shangdlian,boya-elementary-ii,,商店,shangdlian,,,shop,cửa hàng,translated_subagent_draft
vocabulary,boya-elementary-ii:上班:shangban,boya-elementary-ii,,上班,shang ban,,,to ggo to work,đi làm,translated_subagent_draft
vocabulary,boya-elementary-ii:上去:shangqu,boya-elementary-ii,,上去,shang qu,,,to go upward,đi lên,translated_subagent_draft
vocabulary,boya-elementary-ii:其实:qishi,boya-elementary-ii,,其实,qishi,,,actually,thật ra; thực ra,translated_subagent_draft
vocabulary,boya-elementary-ii:上学:shangxue,boya-elementary-ii,,上学,shang xue,,,to ggo to school,đi học,translated_subagent_draft
vocabulary,boya-elementary-ii:奇怪:qigudi,boya-elementary-ii,,奇怪,qigudi,,,strange;odd,lạ; kỳ lạ,translated_subagent_draft
vocabulary,boya-elementary-ii:社团:shetuan,boya-elementary-ii,,社团,shetuan,,,community,câu lạc bộ,translated_subagent_draft
vocabulary,boya-elementary-ii:启发:aifa,boya-elementary-ii,,启发,aifa,,,to enlighten,gợi mở; khơi gợi,translated_subagent_draft
vocabulary,boya-elementary-ii:深:shen,boya-elementary-ii,,深,shen,,,deep,sâu,translated_subagent_draft
vocabulary,boya-elementary-ii:起飞:aifei,boya-elementary-ii,,起飞,aifei,,,to take off,cất cánh,translated_subagent_draft
vocabulary,boya-elementary-ii:生活:shenghuo,boya-elementary-ii,,生活,shenghuo,,,to live,cuộc sống; sinh sống,translated_subagent_draft
vocabulary,boya-elementary-ii:起来:qilai,boya-elementary-ii,,起来,qi lai,,,used after verbs to indicate upward movement,đứng dậy; lên (bổ ngữ xu hướng),translated_subagent_draft
vocabulary,boya-elementary-ii:生日:shengri,boya-elementary-ii,,生日,shengri,,,birthday,sinh nhật,translated_subagent_draft
vocabulary,boya-elementary-ii:汽车:qiche,boya-elementary-ii,,汽车,qiche,,,car,ô tô,translated_subagent_draft
vocabulary,boya-elementary-ii:省:sheng,boya-elementary-ii,,省,sheng,,,province,tỉnh (Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-ii:钱包:qidnbao,boya-elementary-ii,,钱包,qidnbao,,,wallet,ví tiền,translated_subagent_draft
vocabulary,boya-elementary-ii:失败:shibai,boya-elementary-ii,,失败,shibai,,,to fail,thất bại,translated_subagent_draft
vocabulary,boya-elementary-ii:墙:qiang,boya-elementary-ii,,墙,qiang,,,wall,tường,translated_subagent_draft
vocabulary,boya-elementary-ii:师傅:shifu,boya-elementary-ii,,师傅,shifu,,,"sir, worker",bác/chú (cách gọi lịch sự người thợ hoặc tài xế),translated_subagent_draft
vocabulary,boya-elementary-ii:巧:qiao,boya-elementary-ii,,巧,qiǎo,,,to book,tình cờ; khéo đúng lúc,translated_subagent_draft
vocabulary,boya-elementary-ii:实现:shixian,boya-elementary-ii,,实现,shixian,,,to accomplish; to realize,thực hiện; biến thành hiện thực,translated_subagent_draft
vocabulary,boya-elementary-ii:切:qie,boya-elementary-ii,,切,qie,,,to cut,cắt; thái,translated_subagent_draft
vocabulary,boya-elementary-ii:拾到者:shidaozhe,boya-elementary-ii,,拾到者,shidaozhe,,,finder,người nhặt được,translated_subagent_draft
vocabulary,boya-elementary-ii:轻松:qingsong,boya-elementary-ii,,轻松,qingsong,,,easy; relaxed,nhẹ nhàng; thoải mái,translated_subagent_draft
vocabulary,boya-elementary-ii:食堂:shitang,boya-elementary-ii,,食堂,shitang,,,canteen,nhà ăn; căng tin,translated_subagent_draft
vocabulary,boya-elementary-ii:清楚:qingchu,boya-elementary-ii,,清楚,qingchu,,,clear,rõ; rõ ràng,translated_subagent_draft
vocabulary,boya-elementary-ii:食指:shizhi,boya-elementary-ii,,食指,shizhi,,,index finger,ngón trỏ,translated_subagent_draft
vocabulary,boya-elementary-ii:晴:qing,boya-elementary-ii,,晴,qing,,,sunny,nắng; trời quang,translated_subagent_draft
vocabulary,boya-elementary-ii:试:shi,boya-elementary-ii,,试,shi,,,to have a try,thử,translated_subagent_draft
vocabulary,boya-elementary-ii:取:qu,boya-elementary-ii,,取,qu,,,to take; to fetch,lấy; nhận,translated_subagent_draft
vocabulary,boya-elementary-ii:适合:shihe,boya-elementary-ii,,适合,shihe,,,to fit; to suit,phù hợp; hợp,translated_subagent_draft
vocabulary,boya-elementary-ii:去掉:qudico,boya-elementary-ii,,去掉,qu dico,,,to remove,bỏ đi; loại bỏ,translated_subagent_draft
vocabulary,boya-elementary-ii:收拾:shoushi,boya-elementary-ii,,收拾,shoushi,,,to pack; to clear away,dọn dẹp; thu xếp,translated_subagent_draft
vocabulary,boya-elementary-ii:熟:shou,boya-elementary-ii,,熟,shou,,,pay000,chín,translated_subagent_draft
vocabulary,boya-elementary-ii:热:re,boya-elementary-ii,,热,re,,,hot,nóng,translated_subagent_draft
vocabulary,boya-elementary-ii:书包:shubao,boya-elementary-ii,,书包,shubao,,,schoolbag,cặp sách,translated_subagent_draft
vocabulary,boya-elementary-ii:热情:reqing,boya-elementary-ii,,热情,reqing,,,enthusiastic,nhiệt tình,translated_subagent_draft
vocabulary,boya-elementary-ii:舒服:shufu,boya-elementary-ii,,舒服,shufu,,,to feel well; comfortable,dễ chịu; thoải mái,translated_subagent_draft
vocabulary,boya-elementary-ii:认真:renzhen,boya-elementary-ii,,认真,renzhen,,,serious; earnest,nghiêm túc; chăm chỉ,translated_subagent_draft
vocabulary,boya-elementary-ii:输:shu,boya-elementary-ii,,输,shu,,,to lose; to be beaten,thua,translated_subagent_draft
vocabulary,boya-elementary-ii:日出:richi,boya-elementary-ii,,日出,richi,,,sunrise,bình minh; mặt trời mọc,translated_subagent_draft
vocabulary,boya-elementary-ii:熟悉:shuxi,boya-elementary-ii,,熟悉,shuxi,,,familiar,quen thuộc,translated_subagent_draft
vocabulary,boya-elementary-ii:日子:rizi,boya-elementary-ii,,日子,rizi,,,day,ngày tháng; cuộc sống,translated_subagent_draft
vocabulary,boya-elementary-ii:树:shu,boya-elementary-ii,,树,shu,,,tree,cây,translated_subagent_draft
vocabulary,boya-elementary-ii:如果:riguo,boya-elementary-ii,,如果,riguo,,,if,nếu,translated_subagent_draft
vocabulary,boya-elementary-ii:数学:shuxue,boya-elementary-ii,,数学,shuxue,,,mathematics,toán học,translated_subagent_draft
vocabulary,boya-elementary-ii:刷卡:shuaka,boya-elementary-ii,,刷卡,shua ka,,,to swipe the card,quẹt thẻ,translated_subagent_draft
vocabulary,boya-elementary-ii:摔:shuai,boya-elementary-ii,,摔,shuai,,,to fall; to tumble,ngã; làm rơi,translated_subagent_draft
vocabulary,boya-elementary-ii:散步:sanbu,boya-elementary-ii,,散步,san bu,,,to go for a walk,đi dạo,translated_subagent_draft
vocabulary,boya-elementary-ii:帅:shudi,boya-elementary-ii,,帅,shudi,,,,đẹp trai,translated_subagent_draft
vocabulary,boya-elementary-ii:扫:sdo,boya-elementary-ii,,扫,sdo,,,to scan,quét; quét mã,translated_subagent_draft
vocabulary,boya-elementary-ii:水饺:shurjidio,boya-elementary-ii,,水饺,shurjidio,,,dumpling （with meat and vegetable stuffing）,sủi cảo,translated_subagent_draft
vocabulary,boya-elementary-ii:完美:wanmei,boya-elementary-ii,,完美,wanmei,,,perfect; wonderful,hoàn hảo,translated_subagent_draft
vocabulary,boya-elementary-ii:小时候:xidoshihou,boya-elementary-ii,,小时候,xidoshihou,,,in one's childhood,lúc nhỏ; hồi bé,translated_subagent_draft
vocabulary,boya-elementary-ii:外面:waimian,boya-elementary-ii,,外面,waimian,,,outside Zu to rent,bên ngoài,translated_subagent_draft
vocabulary,boya-elementary-ii:消息:xidoxi,boya-elementary-ii,,消息,xidoxi,,,message,tin nhắn; tin tức,translated_subagent_draft
vocabulary,boya-elementary-ii:外卖:waimai,boya-elementary-ii,,外卖,waimai,,,take-out food,đồ ăn giao tận nơi,translated_subagent_draft
vocabulary,boya-elementary-ii:像:xiang,boya-elementary-ii,,像,xiang,,,to resemble; to be like,giống như,translated_subagent_draft
vocabulary,boya-elementary-ii:相片:xiangpian,boya-elementary-ii,,相片,xiangpian,,,photograph,ảnh; bức ảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:响:xidng,boya-elementary-ii,,响,xidng,,,to ring; to make a sound,reo; vang,translated_subagent_draft
vocabulary,boya-elementary-ii:土豆:tudou,boya-elementary-ii,,土豆,tǔdòu,,,potato,khoai tây,translated_subagent_draft
vocabulary,boya-elementary-ii:箱子:xiangzi,boya-elementary-ii,,箱子,xiangzi,,,box,thùng; hộp lớn,translated_subagent_draft
vocabulary,boya-elementary-ii:图书馆:tushuguan,boya-elementary-ii,,图书馆,túshūguǎn,,,hbrary,thư viện,translated_subagent_draft
vocabulary,boya-elementary-ii:相关:xiangguan,boya-elementary-ii,,相关,xiangguan,,,to be in related,liên quan,translated_subagent_draft
vocabulary,boya-elementary-ii:头发:toufa,boya-elementary-ii,,头发,toufa,,,hair,tóc,translated_subagent_draft
vocabulary,boya-elementary-ii:羡慕:xianmu,boya-elementary-ii,,羡慕,xianmu,,,to envy; to admire,ngưỡng mộ; ghen tị,translated_subagent_draft
vocabulary,boya-elementary-ii:头等舱:toudengcang,boya-elementary-ii,,头等舱,toudengcang,,,,khoang hạng nhất,translated_subagent_draft
vocabulary,boya-elementary-ii:先生:xiansheng,boya-elementary-ii,,先生,xiansheng,,,Mr.,ông; ngài,translated_subagent_draft
vocabulary,boya-elementary-ii:痛快:tongkuai,boya-elementary-ii,,痛快,tòngkuài,,,to one's heart content; to one's great satisfaction,sảng khoái; thỏa thích,translated_subagent_draft
vocabulary,boya-elementary-ii:先:xian,boya-elementary-ii,,先,xian,,,first,trước; trước hết,translated_subagent_draft
vocabulary,boya-elementary-ii:同时:tongshi,boya-elementary-ii,,同时,tongshi,,,at the same time,đồng thời,translated_subagent_draft
vocabulary,boya-elementary-ii:下来:xidlai,boya-elementary-ii,,下来,xid lai,,,to come down,đi xuống; xuống,translated_subagent_draft
vocabulary,boya-elementary-ii:通知:tongzhi,boya-elementary-ii,,通知,tongzhi,,,notice,thông báo,translated_subagent_draft
vocabulary,boya-elementary-ii:系:xi,boya-elementary-ii,,系,xi,,,department; faculty,khoa; bộ môn,translated_subagent_draft
vocabulary,boya-elementary-ii:听写:tingxie,boya-elementary-ii,,听写,tingxie,,,to dictate,nghe viết,translated_subagent_draft
vocabulary,boya-elementary-ii:洗衣机:xiyij,boya-elementary-ii,,洗衣机,xiyij,,,washing machine,máy giặt,translated_subagent_draft
vocabulary,boya-elementary-ii:听说:tingshua,boya-elementary-ii,,听说,tingshua,,,to hear of,nghe nói,translated_subagent_draft
vocabulary,boya-elementary-ii:洗:xy,boya-elementary-ii,,洗,xY,,,to wash,rửa; giặt,translated_subagent_draft
vocabulary,boya-elementary-ii:听见:tingjian,boya-elementary-ii,,听见,ting jian,,,to hear,nghe thấy,translated_subagent_draft
vocabulary,boya-elementary-ii:习惯:xiguan,boya-elementary-ii,,习惯,xiguan,,,to be accustomed to; to be used to,quen; thói quen,translated_subagent_draft
vocabulary,boya-elementary-ii:贴:tie,boya-elementary-ii,,贴,tie,,,to paste,dán,translated_subagent_draft
vocabulary,boya-elementary-ii:希望:xiwang,boya-elementary-ii,,希望,xiwang,,,to hope,hy vọng; mong,translated_subagent_draft
vocabulary,boya-elementary-ii:条件:tidolian,boya-elementary-ii,,条件,tidolian,,,condition,điều kiện,translated_subagent_draft
vocabulary,boya-elementary-ii:西红柿:xihongshi,boya-elementary-ii,,西红柿,xihongshi,,,tomato,cà chua,translated_subagent_draft
vocabulary,boya-elementary-ii:甜:tian,boya-elementary-ii,,甜,tian,,,sweet,ngọt,translated_subagent_draft
vocabulary,boya-elementary-ii:西边:xibian,boya-elementary-ii,,西边,xibian,,,west,phía tây,translated_subagent_draft
vocabulary,boya-elementary-ii:提:ti,boya-elementary-ii,,提,tí,,,to mention; to bring up,nhắc đến; xách,translated_subagent_draft
vocabulary,boya-elementary-ii:套:tao,boya-elementary-ii,,套,tao,,,a set of,bộ; căn (lượng từ nhà hoặc căn hộ),translated_subagent_draft
vocabulary,boya-elementary-ii:讨论:tdolin,boya-elementary-ii,,讨论,tdolin,,,to discuss,thảo luận,translated_subagent_draft
vocabulary,boya-elementary-ii:无:wi,boya-elementary-ii,,无,Wi,,,to not have,không có; vô,translated_subagent_draft
vocabulary,boya-elementary-ii:趟:tang,boya-elementary-ii,,趟,tang,,,measure word （for one round trip）,chuyến (lượng từ lượt đi-về),translated_subagent_draft
vocabulary,boya-elementary-ii:味道:weidao,boya-elementary-ii,,味道,weidao,,,flavor; taste,mùi vị; hương vị,translated_subagent_draft
vocabulary,boya-elementary-ii:糖:tang,boya-elementary-ii,,糖,tang,,,sugar,đường,translated_subagent_draft
vocabulary,boya-elementary-ii:卫生间:weishengjian,boya-elementary-ii,,卫生间,weishengjian,,,toilet,nhà vệ sinh,translated_subagent_draft
vocabulary,boya-elementary-ii:为了:weile,boya-elementary-ii,,为了,weile,,,In order to,để; vì mục đích,translated_subagent_draft
vocabulary,boya-elementary-ii:往:wding,boya-elementary-ii,,往,wding,,,towards,hướng về; về phía,translated_subagent_draft
vocabulary,boya-elementary-ii:蒜:suan,boya-elementary-ii,,蒜,suan,,,garlic,tỏi,translated_subagent_draft
vocabulary,boya-elementary-ii:网上:wdingshang,boya-elementary-ii,,网上,wdingshang,,,on the internet,trên mạng,translated_subagent_draft
vocabulary,boya-elementary-ii:酸:suan,boya-elementary-ii,,酸,suan,,,InOs,chua,translated_subagent_draft
vocabulary,boya-elementary-ii:忘:wang,boya-elementary-ii,,忘,wang,,,to forget,quên,translated_subagent_draft
vocabulary,boya-elementary-ii:送:song,boya-elementary-ii,,送,song,,,to see sb.off,tiễn; tặng,translated_subagent_draft
vocabulary,boya-elementary-ii:碗:wan,boya-elementary-ii,,碗,wan,,,bowl,bát,translated_subagent_draft
vocabulary,boya-elementary-ii:丝:si,boya-elementary-ii,,丝,Si,,,narrow pleces,sợi; sợi nhỏ (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-ii:晚点:wandidn,boya-elementary-ii,,晚点,wandidn,,,"to be late, to be behind schedule",trễ giờ; chậm chuyến,translated_subagent_draft
vocabulary,boya-elementary-ii:顺利:shunli,boya-elementary-ii,,顺利,shunli,,,smooth; successful,thuận lợi,translated_subagent_draft
vocabulary,boya-elementary-ii:完全:wanquan,boya-elementary-ii,,完全,wanquan,,,completely; fully,hoàn toàn,translated_subagent_draft
vocabulary,boya-elementary-ii:睡懒觉:shuilaniiao,boya-elementary-ii,,睡懒觉,shui laniiao,,,to lie in,ngủ nướng,translated_subagent_draft
vocabulary,boya-elementary-ii:校园:xidoyuan,boya-elementary-ii,,校园,xidoyuan,,,campus,khuôn viên trường,translated_subagent_draft
vocabulary,boya-elementary-ii:阴:yin,boya-elementary-ii,,阴,yin,,,cloudy; overcast,âm u; nhiều mây,translated_subagent_draft
vocabulary,boya-elementary-ii:笑:xido,boya-elementary-ii,,笑,xido,,,to smile; to laugh,cười,translated_subagent_draft
vocabulary,boya-elementary-ii:赢:ying,boya-elementary-ii,,赢,ying,,,to win,thắng,translated_subagent_draft
vocabulary,boya-elementary-ii:熊猫:xiongmao,boya-elementary-ii,,熊猫,xiongmao,,,panda,gấu trúc,translated_subagent_draft
vocabulary,boya-elementary-ii:影响:yingxiang,boya-elementary-ii,,影响,yingxiang,,,to influence,ảnh hưởng,translated_subagent_draft
vocabulary,boya-elementary-ii:新鲜:xinxian,boya-elementary-ii,,新鲜,xinxian,,,fresh peel,tươi; mới,translated_subagent_draft
vocabulary,boya-elementary-ii:优点:youdian,boya-elementary-ii,,优点,youdian,,,advantage,ưu điểm,translated_subagent_draft
vocabulary,boya-elementary-ii:信息:xinxi,boya-elementary-ii,,信息,xinxi,,,information; news,thông tin,translated_subagent_draft
vocabulary,boya-elementary-ii:油:you,boya-elementary-ii,,油,yOu,,,T!O,dầu ăn,translated_subagent_draft
vocabulary,boya-elementary-ii:信心:xinxin,boya-elementary-ii,,信心,xinxin,,,confidence,niềm tin; sự tự tin,translated_subagent_draft
vocabulary,boya-elementary-ii:有空儿:youkongr,boya-elementary-ii,,有空儿,you kongr,,,to be free of time,rảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:醒:xing,boya-elementary-ii,,醒,xing,,,"to wake, to be awake",tỉnh; thức,translated_subagent_draft
vocabulary,boya-elementary-ii:右:you,boya-elementary-ii,,右,you,,,right,bên phải,translated_subagent_draft
vocabulary,boya-elementary-ii:幸运:xingyin,boya-elementary-ii,,幸运,xingyin,,,lucky; fortunate,may mắn,translated_subagent_draft
vocabulary,boya-elementary-ii:幼儿园:youeryuan,boya-elementary-ii,,幼儿园,you'eryuan,,,kindergarten; nursery school,trường mẫu giáo,translated_subagent_draft
vocabulary,boya-elementary-ii:需要:xuydo,boya-elementary-ii,,需要,xuydo,,,to need,cần,translated_subagent_draft
vocabulary,boya-elementary-ii:语言:yiyan,boya-elementary-ii,,语言,yiyan,,,Language,ngôn ngữ,translated_subagent_draft
vocabulary,boya-elementary-ii:学期:xueqi,boya-elementary-ii,,学期,xueqi,,,term; semester,học kỳ,translated_subagent_draft
vocabulary,boya-elementary-ii:遇到:yuddo,boya-elementary-ii,,遇到,yu ddo,,,to run into; to encounter,gặp phải,translated_subagent_draft
vocabulary,boya-elementary-ii:学生会:xueshenghui,boya-elementary-ii,,学生会,xueshenghui,,,student union,hội sinh viên,translated_subagent_draft
vocabulary,boya-elementary-ii:原价:yuanjia,boya-elementary-ii,,原价,yuanjia,,,original price,giá gốc,translated_subagent_draft
vocabulary,boya-elementary-ii:学生证:xueshengzheng,boya-elementary-ii,,学生证,xueshengzheng,,,students' ID card,thẻ sinh viên,translated_subagent_draft
vocabulary,boya-elementary-ii:原来:yuanlai,boya-elementary-ii,,原来,yuanlai,,,original; former,vốn dĩ; hóa ra; cũ,translated_subagent_draft
vocabulary,boya-elementary-ii:寻物启事:xunwuqishi,boya-elementary-ii,,寻物启事,xunwu qishi,,,Lost and Found,thông báo tìm đồ thất lạc,translated_subagent_draft
vocabulary,boya-elementary-ii:原料:yuanlido,boya-elementary-ii,,原料,yuanlido,,,raw material,nguyên liệu,translated_subagent_draft
vocabulary,boya-elementary-ii:远:yuan,boya-elementary-ii,,远,yuan,,,far,xa,translated_subagent_draft
vocabulary,boya-elementary-ii:愿意:yudnyi,boya-elementary-ii,,愿意,yudnyi,,,to be willing,sẵn lòng; bằng lòng,translated_subagent_draft
vocabulary,boya-elementary-ii:严重:yanzhong,boya-elementary-ii,,严重,yanzhong,,,serious,nghiêm trọng,translated_subagent_draft
vocabulary,boya-elementary-ii:越来越……:yuelaiyue,boya-elementary-ii,,越来越……,yuèláiyuè……,,,more and more,ngày càng…,translated_subagent_draft
vocabulary,boya-elementary-ii:盐:yan,boya-elementary-ii,,盐,yan,,,salt,muối,translated_subagent_draft
vocabulary,boya-elementary-ii:越……越……:yueyue,boya-elementary-ii,,越……越……,yuè……yuè……,,,the more... the more...,càng… càng…,translated_subagent_draft
vocabulary,boya-elementary-ii:眼睛:yanjing,boya-elementary-ii,,眼睛,yanjing,,,eye,mắt,translated_subagent_draft
vocabulary,boya-elementary-ii:云:yun,boya-elementary-ii,,云,yun,,,cloud,mây,translated_subagent_draft
vocabulary,boya-elementary-ii:眼镜:yanjing,boya-elementary-ii,,眼镜,yanjing,,,glasses,kính mắt,translated_subagent_draft
vocabulary,boya-elementary-ii:阳光:yangguang,boya-elementary-ii,,阳光,yangguang,,,sunlight,ánh nắng,translated_subagent_draft
vocabulary,boya-elementary-ii:样子:yangzi,boya-elementary-ii,,样子,yangzi,,,appearance,dáng vẻ; kiểu dáng,translated_subagent_draft
vocabulary,boya-elementary-ii:再说:zdishud,boya-elementary-ii,,再说,zdishud,,,moreover,hơn nữa; vả lại,translated_subagent_draft
vocabulary,boya-elementary-ii:也许:yexu,boya-elementary-ii,,也许,YExU,,,maybe,có lẽ,translated_subagent_draft
vocabulary,boya-elementary-ii:糟糕:zaogao,boya-elementary-ii,,糟糕,zaogao,,,"terible; too bad to answer, to pay attention to",tệ; tồi tệ,translated_subagent_draft
vocabulary,boya-elementary-ii:夜里:yeli,boya-elementary-ii,,夜里,yeli,,,nighttime,ban đêm,translated_subagent_draft
vocabulary,boya-elementary-ii:早餐:zdocan,boya-elementary-ii,,早餐,zdocan,,,breakfast,bữa sáng,translated_subagent_draft
vocabulary,boya-elementary-ii:一块儿:yikudir,boya-elementary-ii,,一块儿,yikudir,,,together,cùng nhau,translated_subagent_draft
vocabulary,boya-elementary-ii:长:zhang,boya-elementary-ii,,长,zhang,,,to grow,lớn lên; mọc dài,translated_subagent_draft
vocabulary,boya-elementary-ii:一下子:yixidzi,boya-elementary-ii,,一下子,yixidzi,,,"all at once, all of a sudden",đột nhiên; trong chốc lát,translated_subagent_draft
vocabulary,boya-elementary-ii:招聘:zhaopin,boya-elementary-ii,,招聘,zhaopin,,,to recruit,tuyển dụng,translated_subagent_draft
vocabulary,boya-elementary-ii:一样:yiyang,boya-elementary-ii,,一样,yiyang,,,"same, as...as",giống nhau; như nhau,translated_subagent_draft
vocabulary,boya-elementary-ii:着:zhao,boya-elementary-ii,,着,zháo,,,reaching the goal or the action,được; trúng (bổ ngữ kết quả),translated_subagent_draft
vocabulary,boya-elementary-ii:一边:yibian,boya-elementary-ii,,一边,yibian,,,at the same time; simultaneously,vừa... vừa...; đồng thời,translated_subagent_draft
vocabulary,boya-elementary-ii:照:zhao,boya-elementary-ii,,照,zhao,,,to photograph; to take （a picture）,chụp; chụp ảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:咦:yi,boya-elementary-ii,,咦,yi,,,well; why （expressing surprise）,ủa; ơ,translated_subagent_draft
vocabulary,boya-elementary-ii:照片:zhaopian,boya-elementary-ii,,照片,zhaopian,,,photo,ảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:以前:yiqian,boya-elementary-ii,,以前,yiqian,,,before,trước đây; trước khi,translated_subagent_draft
vocabulary,boya-elementary-ii:着:zhe,boya-elementary-ii,,着,zhe,,,indicating the continuation of a state,(trợ từ) chỉ trạng thái đang tiếp diễn,translated_subagent_draft
vocabulary,boya-elementary-ii:以为:yiwei,boya-elementary-ii,,以为,yiwei,,,to think; to believe; to consider,tưởng; cứ nghĩ là,translated_subagent_draft
vocabulary,boya-elementary-ii:真正:zhenzheng,boya-elementary-ii,,真正,zhenzheng,,,real;genuine,thực sự; đích thực,translated_subagent_draft
vocabulary,boya-elementary-ii:正点:zhengdian,boya-elementary-ii,,正点,zhengdian,,,on time; punctually,đúng giờ,translated_subagent_draft
vocabulary,boya-elementary-ii:主要:zhuyao,boya-elementary-ii,,主要,zhǔyào,,,mamn; major,chủ yếu; chính,translated_subagent_draft
vocabulary,boya-elementary-ii:只要:zhiydo,boya-elementary-ii,,只要,zhiydo,,,if only; so long as,chỉ cần,translated_subagent_draft
vocabulary,boya-elementary-ii:祝:zhu,boya-elementary-ii,,祝,zhu,,,to express good wishes; to make a toast,chúc,translated_subagent_draft
vocabulary,boya-elementary-ii:纸:zhi,boya-elementary-ii,,纸,zhi,,,paper,giấy,translated_subagent_draft
vocabulary,boya-elementary-ii:祝贺:zhuhe,boya-elementary-ii,,祝贺,zhuhe,,,to congratulate,chúc mừng,translated_subagent_draft
vocabulary,boya-elementary-ii:制订:zhiding,boya-elementary-ii,,制订,zhiding,,,to lay down; to work out,xây dựng; lập (kế hoạch),translated_subagent_draft
vocabulary,boya-elementary-ii:专门:zhuanmen,boya-elementary-ii,,专门,zhuanmen,,,especially,chuyên; đặc biệt,translated_subagent_draft
vocabulary,boya-elementary-ii:中餐馆:zhongcanguan,boya-elementary-ii,,中餐馆,zhongcanguan,,,Chinese restaurant,nhà hàng Trung Quốc,translated_subagent_draft
vocabulary,boya-elementary-ii:专业:zhuanye,boya-elementary-ii,,专业,zhuanye,,,major,chuyên ngành,translated_subagent_draft
vocabulary,boya-elementary-ii:中指:zhongzhi,boya-elementary-ii,,中指,zhōngzhǐ,,,middle finger,ngón giữa,translated_subagent_draft
vocabulary,boya-elementary-ii:准备:zhunbei,boya-elementary-ii,,准备,zhunbei,,,to prepare,chuẩn bị,translated_subagent_draft
vocabulary,boya-elementary-ii:终于:zhongyu,boya-elementary-ii,,终于,zhongyu,,,finally,cuối cùng,translated_subagent_draft
vocabulary,boya-elementary-ii:桌子:zhuozi,boya-elementary-ii,,桌子,zhuozi,,,table,bàn,translated_subagent_draft
vocabulary,boya-elementary-ii:种类:zhonglei,boya-elementary-ii,,种类,zhonglei,,,kind,chủng loại; loại,translated_subagent_draft
vocabulary,boya-elementary-ii:租:zu,boya-elementary-ii,,租,ZU,,,,thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:重:zhong,boya-elementary-ii,,重,zhong,,,heavy,nặng,translated_subagent_draft
vocabulary,boya-elementary-ii:最后:zuihou,boya-elementary-ii,,最后,zuihou,,,Aireuy,cuối cùng; sau cùng,translated_subagent_draft
vocabulary,boya-elementary-ii:重要:zhongyio,boya-elementary-ii,,重要,zhongyio,,,important to cheer； （to encourage sb.） to make an extra,quan trọng,translated_subagent_draft
vocabulary,boya-elementary-ii:最近:zuijin,boya-elementary-ii,,最近,zuijin,,,recently,gần đây,translated_subagent_draft
vocabulary,boya-elementary-ii:周围:zhouwei,boya-elementary-ii,,周围,zhōuwéi,,,around,xung quanh,translated_subagent_draft
vocabulary,boya-elementary-ii:左右:zuoyou,boya-elementary-ii,,左右,zuoyou,,,about,khoảng; chừng,translated_subagent_draft
vocabulary,boya-elementary-ii:粥:zhou,boya-elementary-ii,,粥,zhou,,,porridge,cháo,translated_subagent_draft
vocabulary,boya-elementary-ii:座位:zuowei,boya-elementary-ii,,座位,ZuOWei,,,seat,chỗ ngồi,translated_subagent_draft
vocabulary,boya-elementary-ii:主意:zhuyi,boya-elementary-ii,,主意,zhuyi,,,idea,ý kiến; ý tưởng,translated_subagent_draft
vocabulary,boya-elementary-ii:广州:gudngzhou,boya-elementary-ii,,广州,Gudngzhou,,,Guangzhou,Quảng Châu,translated_subagent_draft
vocabulary,boya-elementary-ii:山东:shanding,boya-elementary-ii,,山东,Shanding,,,Shandong,Sơn Đông,translated_subagent_draft
vocabulary,boya-elementary-ii:上海:shanghai,boya-elementary-ii,,上海,Shanghai,,,Shanghai,Thượng Hải,translated_subagent_draft
vocabulary,boya-elementary-ii:海南:hdinan,boya-elementary-ii,,海南,Hdinan,,,Hainan,Hải Nam,translated_subagent_draft
vocabulary,boya-elementary-ii:十一:shiyi,boya-elementary-ii,,十一,Shi-Yi,,,the National Day of China,ngày 1 tháng 10 (Quốc khánh Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-ii:四川:sichuan,boya-elementary-ii,,四川,Sichuan,,,Sichuan （a province of China）,Tứ Xuyên,translated_subagent_draft
vocabulary,boya-elementary-ii:加拿大:jianada,boya-elementary-ii,,加拿大,Jiānádà,,,Canada,Canada,translated_subagent_draft
vocabulary,boya-elementary-ii:泰山:taishan,boya-elementary-ii,,泰山,Tai Shan,,,Mount Tai,núi Thái Sơn,translated_subagent_draft
