grammar_id,lesson_key,textbook_id,volume,lesson_id,lesson_number,lesson_title,pattern,function_zh,meaning_vi,meaning_vi_status,example_sentence_zh,evidence_zh,source_section,source_pdf_page,source_printed_page,source_pdf_pages,source_printed_pages,source_status,needs_manual,source_notes
boya-elementary-i:lesson-24:audit-grammar-003,boya-elementary-i:lesson-24,boya-elementary-i,初级起步篇 I,lesson-24,24,学得怎么样,的名词化+都,,的 biến cụm bổ nghĩa thành danh từ; 都 nói mọi người hoặc mọi thứ thuộc nhóm đó.,translated_subagent_draft,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式／V+得；重点句子,227,216,227;228,216;217,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-24:audit-grammar-004,boya-elementary-i:lesson-24,boya-elementary-i,初级起步篇 I,lesson-24,24,学得怎么样,到结果补语（回到）,,到 sau động từ làm bổ ngữ kết quả và nói đã đạt đến nơi hay trạng thái đích.,translated_subagent_draft,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式／V+得；重点句子,227,216,227;228,216;217,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-24:audit-grammar-005,boya-elementary-i:lesson-24,boya-elementary-i,初级起步篇 I,lesson-24,24,学得怎么样,都……了,,都…了 nhấn mạnh tất cả đã hoàn thành hoặc tình trạng đã thay đổi.,translated_subagent_draft,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式／V+得；重点句子,227,216,227;228,216;217,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-24:audit-grammar-006,boya-elementary-i:lesson-24,boya-elementary-i,初级起步篇 I,lesson-24,24,学得怎么样,不+V条件省略,,不加 động từ có thể lược vế điều kiện khi ngữ cảnh đã rõ; ý là nếu không làm thì…,translated_subagent_draft,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式／V+得；重点句子,227,216,227;228,216;217,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-24:audit-grammar-007,boya-elementary-i:lesson-24,boya-elementary-i,初级起步篇 I,lesson-24,24,学得怎么样,真／挺+形容词,,真 và 挺 đứng trước tính từ để nhấn mạnh mức độ; 挺 thường dùng trong khẩu ngữ.,translated_subagent_draft,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式／V+得；重点句子,227,216,227;228,216;217,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-24:audit-grammar-008,boya-elementary-i:lesson-24,boya-elementary-i,初级起步篇 I,lesson-24,24,学得怎么样,帮+人+V,,帮加 người加 động từ nghĩa là giúp ai làm việc gì.,translated_subagent_draft,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式：V.+得……；你学得怎么样？；你记得真清楚。；昨天坐火车回到北京，都夜里三点了。；你不说，我都忘了。；拍得不好的都删了。；他帮我解决了很多问题。,参考句式／V+得；重点句子,227,216,227;228,216;217,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-i:lesson-25:audit-grammar-001,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,结果补语好／干净／清楚,,好 干净 清楚 sau động từ là bổ ngữ kết quả; cho biết việc đã làm xong với kết quả đó.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-002,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,吗问句,,吗 ở cuối câu tạo câu hỏi có hoặc không.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-003,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,什么列举（杯子、碗什么）,,什么 đặt sau vài ví dụ danh từ để nói và những thứ tương tự.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-004,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,都,,都 đứng trước vị ngữ để bao quát toàn bộ người hay vật đã nói đến.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-005,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,会+V,,会 trước động từ nói biết làm hoặc khả năng có thể xảy ra.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-006,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,好几个+名词,,好几个 cộng danh từ nghĩa là khá nhiều hơn hai hoặc ba nhưng không nêu số chính xác.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-007,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,V得更+形容词,,Động từ加得更加 tính từ so sánh kết quả thực hiện với mức cao hơn.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-008,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,该+V+了,,该加 động từ加了 nghĩa là đã đến lúc nên hoặc phải làm việc đó.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-009,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,为+对象+V,,为加 đối tượng加 động từ diễn tả làm điều gì vì hoặc cho ai.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-010,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,也+没+V,,也加没加 động từ nghĩa là cũng chưa hoặc cũng không hề làm.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-i:lesson-25:audit-grammar-011,boya-elementary-i:lesson-25,boya-elementary-i,初级起步篇 I,lesson-25,25,准备好了吗,时量,,Từ chỉ thời lượng cho biết hành động hoặc trạng thái kéo dài bao lâu.,translated_subagent_draft,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,明天晚上的聚餐准备好了吗？；杯子、碗什么我都洗干净了。；李军说他会带好几个朋友来呢。；他没说清楚。；对方打得更好。；你的手机该充值了。；可以用微信为手机充值。；我们等了半天，张红也没来。,重点句子,237,226,237,226,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-ii:lesson-01:audit-grammar-001,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,想／要+V,,想加 động từ nói mong muốn; 要加 động từ nói muốn cần hoặc dự định làm.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-002,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,订+数量+机票,,订加 số lượng加机票 dùng để đặt số vé máy bay cần mua.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-003,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,从……到……,,Từ…到… chỉ điểm xuất phát và điểm đến hoặc khoảng thời gian.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-004,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,A还是B选择问,,Dùng A还是B để hỏi người nghe chọn một trong hai phương án.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-005,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,……可以吗？,,…可以吗 dùng để xin phép hay hỏi một việc có được không.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-006,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,需要+N／V,,需要 cộng danh từ hoặc động từ diễn tả cần một vật hoặc cần làm việc gì.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-007,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,一直+状态,,一直 đứng trước trạng thái hay động từ để nói việc kéo dài liên tục.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-008,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,会不会+V,,会不会加 động từ dùng để hỏi có biết làm hoặc liệu có xảy ra không.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-009,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,是否+V,,是否 đứng trước động từ dùng trong văn phong trang trọng để hỏi có hay không.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-010,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,打八折／打折,,打折 nghĩa là giảm giá; 打八折 nghĩa là trả 80 phần trăm giá gốc.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-011,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,几点起飞／到达,,Dùng 几点起飞 hoặc 到达 để hỏi giờ máy bay cất cánh hay đến nơi.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-01:audit-grammar-012,boya-elementary-ii:lesson-01,boya-elementary-ii,初级起步篇 II,lesson-01,1,订一张机票,正点／晚点,,正点 nghĩa là đúng giờ; 晚点 nghĩa là bị trễ giờ.,translated_subagent_draft,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,……可以吗？；……还是……？；我想订一张从北京到上海的机票。；你要头等舱还是经济舱？；订票时需要护照吗？；飞机会不会晚点？,参考句式／常用句子；常用句子续页（需核对）,21,10,21;22,10;11,explicit_section_ocr_needs_manual,true,独立 PDF 语法审计草稿；参考句式／句型明确出现，仍需逐页人工核对。
boya-elementary-ii:lesson-02:audit-grammar-001,boya-elementary-ii:lesson-02,boya-elementary-ii,初级起步篇 II,lesson-02,2,您有房子出租，是吗,有+N+出租，是吗？,,Cấu trúc 有加 danh từ加出租 dùng để nói có thứ gì cho thuê; 是吗 dùng để xác nhận.,translated_subagent_draft,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,交际练习／租房句型；综合练习／对话框架；常用句子,26,15,26;30;33,15;19;22,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-ii:lesson-02:audit-grammar-002,boya-elementary-ii:lesson-02,boya-elementary-ii,初级起步篇 II,lesson-02,2,您有房子出租，是吗,离+地点+近／远,,离 đứng trước địa điểm rồi dùng 近 hoặc 远 để nói khoảng cách giữa các nơi.,translated_subagent_draft,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,交际练习／租房句型；综合练习／对话框架；常用句子,26,15,26;30;33,15;19;22,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-ii:lesson-02:audit-grammar-003,boya-elementary-ii:lesson-02,boya-elementary-ii,初级起步篇 II,lesson-02,2,您有房子出租，是吗,A不A（远不远）,,Dạng A不A lặp tính từ để hỏi có đặc điểm đó hay không.,translated_subagent_draft,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,交际练习／租房句型；综合练习／对话框架；常用句子,26,15,26;30;33,15;19;22,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-ii:lesson-02:audit-grammar-004,boya-elementary-ii:lesson-02,boya-elementary-ii,初级起步篇 II,lesson-02,2,您有房子出租，是吗,A比B+形容词,,A比B加 tính từ dùng để so sánh A hơn B về một đặc điểm.,translated_subagent_draft,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,交际练习／租房句型；综合练习／对话框架；常用句子,26,15,26;30;33,15;19;22,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-ii:lesson-02:audit-grammar-005,boya-elementary-ii:lesson-02,boya-elementary-ii,初级起步篇 II,lesson-02,2,您有房子出租，是吗,A和B比……多了,,A和B比…多了 dùng để nói A khác B rất nhiều về mức độ nào đó.,translated_subagent_draft,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,交际练习／租房句型；综合练习／对话框架；常用句子,26,15,26;30;33,15;19;22,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
boya-elementary-ii:lesson-02:audit-grammar-006,boya-elementary-ii:lesson-02,boya-elementary-ii,初级起步篇 II,lesson-02,2,您有房子出租，是吗,方位词：里、周围、附近,,里 周围 附近 là từ chỉ vị trí: bên trong xung quanh và gần đó.,translated_subagent_draft,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,您那儿有房子出租吗？；公寓离地铁站远不远？；这套公寓里有什么？；公寓周围有什么？；房租比别的地方便宜多了。；我对这套房子很满意。；如果觉得房租贵，你可以找一个人合租。,交际练习／租房句型；综合练习／对话框架；常用句子,26,15,26;30;33,15;19;22,sentence_inferred_ocr_needs_manual,true,独立 PDF 语法审计草稿；由重点／常用句子或活动提示归纳，需教师确认是否列为本课语法。
