vocabulary_key,textbook_id,volume,word,pinyin,part_of_speech,meaning_en_source,meaning_vi,meaning_vi_status,repeated_mark,lesson_numbers,lesson_titles,source_printed_pages,source_appendix_pdf_pages,source_section,source_status,source_notes
boya-elementary-i:做:zuo,boya-elementary-i,初级起步篇 I,做,ZUO,动,to do,làm,translated_subagent_draft,,3;12,拼音和日常用语（三）;我正在等公共汽车呢,12,247,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:质量:zhiliang,boya-elementary-i,初级起步篇 I,质量,zhiliang,名,quality,chất lượng,translated_subagent_draft,,3;13,拼音和日常用语（三）;你打算买什么样子,13,247,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:做菜:zuocai,boya-elementary-i,初级起步篇 I,做菜,zuO cai,,to cOoK,nấu ăn,translated_subagent_draft,,4;17,你叫什么名字;喝茶还是喝咖啡,17,247,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:中午:zhongwu,boya-elementary-i,初级起步篇 I,中午,zhongwu,名,noon,buổi trưa,translated_subagent_draft,,2;8,拼音和日常用语（二）;明天晚上你有时间吗,8,247,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:种:zhong,boya-elementary-i,初级起步篇 I,种,zhong,量,kind,loại; giống,translated_subagent_draft,,3;13,拼音和日常用语（三）;你打算买什么样子,13,247,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:澳大利亚:aodaliya,boya-elementary-i,初级起步篇 I,澳大利亚,Aodaliya,,Australia,Úc,translated_subagent_draft,,3;11,拼音和日常用语（三）;明天天气怎么样,11,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:日语:riyi,boya-elementary-i,初级起步篇 I,日语,Riyi,,Japanese,tiếng Nhật,translated_subagent_draft,,2;6,拼音和日常用语（二）;这是什么,6,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:北京大学:beijingdaxue,boya-elementary-i,初级起步篇 I,北京大学,Beijing Daxue,,Peking Unversity,Đại học Bắc Kinh,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:圣诞节:shengdanjie,boya-elementary-i,初级起步篇 I,圣诞节,Shengdan Jie,,Christmas,Giáng sinh,translated_subagent_draft,,3;11,拼音和日常用语（三）;明天天气怎么样,11,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:长城:changcheng,boya-elementary-i,初级起步篇 I,长城,Changcheng,,the Great wall,Vạn Lý Trường Thành,translated_subagent_draft,,3;11,拼音和日常用语（三）;明天天气怎么样,11,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:泰国:taiguo,boya-elementary-i,初级起步篇 I,泰国,Taiguo,,Thailand,Thái Lan,translated_subagent_draft,,3;11,拼音和日常用语（三）;明天天气怎么样,11,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:国庆节:guoqingjie,boya-elementary-i,初级起步篇 I,国庆节,Guoqing Jie,,National Day,Quốc khánh,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:王:wang,boya-elementary-i,初级起步篇 I,王,wang,,a Chinese surname,Vương (họ Trung Quốc),translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:韩国:hanguo,boya-elementary-i,初级起步篇 I,韩国,Hanguo,,The Republic of Korea,Hàn Quốc,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:西安:xian,boya-elementary-i,初级起步篇 I,西安,Xian,,Xi'an （capital of Shaanxi Province）,Tây An,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:韩语:hanyi,boya-elementary-i,初级起步篇 I,韩语,Hanyi,,Korean,tiếng Hàn,translated_subagent_draft,,2;6,拼音和日常用语（二）;这是什么,6,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:汉语:hanyu,boya-elementary-i,初级起步篇 I,汉语,Hanyu,,Chinese language,tiếng Hán; tiếng Trung,translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:华山:huashan,boya-elementary-i,初级起步篇 I,华山,Hua Shan,,Hua Mountain,núi Hoa Sơn,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:英国:yingguo,boya-elementary-i,初级起步篇 I,英国,Yingguo,,the United Kingdom,Vương quốc Anh,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:英语:yingyu,boya-elementary-i,初级起步篇 I,英语,Yingyu,,English,tiếng Anh,translated_subagent_draft,,2;6,拼音和日常用语（二）;这是什么,6,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:云南:yunnan,boya-elementary-i,初级起步篇 I,云南,Yunnan,,Yunnan Province,Vân Nam,translated_subagent_draft,,4;23,你叫什么名字;假期有什么打算,23,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:李:ly,boya-elementary-i,初级起步篇 I,李,LY,,a Chinese surname,Lý (họ Trung Quốc),translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:中国:zhongguo,boya-elementary-i,初级起步篇 I,中国,Zhongguo,,China,Trung Quốc,translated_subagent_draft,,1;4,拼音和日常用语（一）;你叫什么名字,4,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:美国:meiguo,boya-elementary-i,初级起步篇 I,美国,Meiguo,,the United States,Hoa Kỳ; Mỹ,translated_subagent_draft,,1;5,拼音和日常用语（一）;认识你很高兴,5,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:中文:zhongwen,boya-elementary-i,初级起步篇 I,中文,Zhongwen,名,Chinese,tiếng Trung; chữ Hán,translated_subagent_draft,,3;15,拼音和日常用语（三）;我可以试试吗,15,248,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-i:才:cai,boya-elementary-i,初级起步篇 I,才,cái,,,mới; chỉ,translated_subagent_draft,,4,你叫什么名字,18,238,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；Vision OCR 漏识；由附录扫描影像回填并核对。
boya-elementary-i:从……到……:congdao,boya-elementary-i,初级起步篇 I,从……到……,cóng……dào……,,,từ… đến…,translated_subagent_draft,,3,拼音和日常用语（三）,12,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；Vision OCR 漏识；由附录扫描影像回填并核对。
boya-elementary-i:的:de,boya-elementary-i,初级起步篇 I,的,de,,,của; (trợ từ định ngữ),translated_subagent_draft,,1,拼音和日常用语（一）,5,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；Vision OCR 漏识；由附录扫描影像回填并核对。
boya-elementary-i:带:dai,boya-elementary-i,初级起步篇 I,带,dài,动,to bring,mang; đem theo,translated_subagent_draft,,5;25,认识你很高兴;准备好了吗,25,239,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；Vision OCR 漏识；由附录扫描影像回填并核对。
boya-elementary-i:对……来说:duilaishuo,boya-elementary-i,初级起步篇 I,对……来说,duì……lái shuō,,,đối với… mà nói,translated_subagent_draft,,4,你叫什么名字,21,240,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；Vision OCR 漏识；由附录扫描影像回填并核对。
boya-elementary-i:量:liang,boya-elementary-i,初级起步篇 I,量,liàng,动,to measure,đo; số lượng,translated_subagent_draft,,4;20,你叫什么名字;我想请一天假,20,242,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；Vision OCR 漏识；由附录扫描影像回填并核对。
boya-elementary-ii:比:bi,boya-elementary-ii,初级起步篇 II,比,bǐ,介,compare; than,so với; hơn,translated_subagent_draft,,1;2;8,订一张机票;您有房子出租，是吗;一场篮球比赛,2;8,188,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 bǐ;补回附录缺失拼音 bǐ
boya-elementary-ii:比如说:birushuo,boya-elementary-ii,初级起步篇 II,比如说,birushuo,动,for example,ví dụ như; chẳng hạn,translated_subagent_draft,,1;4,订一张机票;我在中国生活,4,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:哎呀:diya,boya-elementary-ii,初级起步篇 II,哎呀,diya,叹,"oh, my God",ôi chao; trời ơi,translated_subagent_draft,,1;4,订一张机票;我在中国生活,4,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:比赛:bisai,boya-elementary-ii,初级起步篇 II,比赛,bisai,名,competition; match,cuộc thi; trận đấu,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:安静:dinjing,boya-elementary-ii,初级起步篇 II,安静,dinjing,形,quiet,yên tĩnh,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:笔:by,boya-elementary-ii,初级起步篇 II,笔,bY,,,bút,translated_subagent_draft,,1,订一张机票,9,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:安排:anpai,boya-elementary-ii,初级起步篇 II,安排,anpai,动,to arrange,sắp xếp; bố trí,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:毕业:biye,boya-elementary-ii,初级起步篇 II,毕业,biye,,to graduate,tốt nghiệp,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:按:an,boya-elementary-ii,初级起步篇 II,按,an,介,according to,theo; căn cứ theo,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:闭:bi,boya-elementary-ii,初级起步篇 II,闭,bi,动,to close,đóng; nhắm lại,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:变化:bianhud,boya-elementary-ii,初级起步篇 II,变化,bianhud,名,Change,sự thay đổi; thay đổi,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:把:ba,boya-elementary-ii,初级起步篇 II,把,ba,介,showing the influence on sb. or sth.， or how sth. is dealt with,đưa tân ngữ lên trước để nói cách xử lý hoặc tác động lên sự vật,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:遍:bian,boya-elementary-ii,初级起步篇 II,遍,bian,量,measure word （for time in repetition）,lần; lượng từ cho số lượt làm trọn một việc,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:摆:bai,boya-elementary-ii,初级起步篇 II,摆,bai,动,to lay; to set,bày; đặt; xếp,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:表现:bidoxian,boya-elementary-ii,初级起步篇 II,表现,bidoxian,动,to perform,thể hiện; biểu hiện,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:搬:ban,boya-elementary-ii,初级起步篇 II,搬,ban,动,to move,chuyển; di chuyển đồ đạc,translated_subagent_draft,,1;2,订一张机票;您有房子出租，是吗,2,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:宾馆:binguan,boya-elementary-ii,初级起步篇 II,宾馆,binguan,名,hotel,khách sạn,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:搬家:banjia,boya-elementary-ii,初级起步篇 II,搬家,ban jia,,to move house,chuyển nhà,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:不但:budan,boya-elementary-ii,初级起步篇 II,不但,budan,连,not only,không những,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:办公室:bangongshi,boya-elementary-ii,初级起步篇 II,办公室,bangongshi,名,office,văn phòng,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:不见不散:bujianbusan,boya-elementary-ii,初级起步篇 II,不见不散,bu jian bu san,,to not leave without seeing each other,không gặp không về; hẹn gặp nhất định,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:帮助:bangzhu,boya-elementary-ii,初级起步篇 II,帮助,bangzhu,动,to help,giúp đỡ; sự giúp đỡ,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:不管:bugudn,boya-elementary-ii,初级起步篇 II,不管,bugudn,连,no matter,bất kể; dù thế nào,translated_subagent_draft,,2;13,您有房子出租，是吗;我叫“不紧张”,13,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:包子:baozi,boya-elementary-ii,初级起步篇 II,包子,baozi,名,steamed stuffed bun,bánh bao nhân,translated_subagent_draft,,1;4,订一张机票;我在中国生活,4,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:饱:bdo,boya-elementary-ii,初级起步篇 II,饱,bdo,形,full,no,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:菜单:caidain,boya-elementary-ii,初级起步篇 II,菜单,caidain,名,menu,thực đơn,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:报:bao,boya-elementary-ii,初级起步篇 II,报,bao,名,newspaper,báo; tờ báo,translated_subagent_draft,,1;7,订一张机票;去动物园,7,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:参加:canjia,boya-elementary-ii,初级起步篇 II,参加,canjia,动,to join in; to take part in,tham gia,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:报名:bdoming,boya-elementary-ii,初级起步篇 II,报名,bdo ming,,to sign up; to enroll,đăng ký,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:灿烂:canlan,boya-elementary-ii,初级起步篇 II,灿烂,canlan,形,brilliant; glorious,rực rỡ; tươi sáng,translated_subagent_draft,,1;10,订一张机票;你的旅行怎么样,10,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:报名表:baomingbido,boya-elementary-ii,初级起步篇 II,报名表,baomingbido,名,application form,phiếu đăng ký,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:操场:caochang,boya-elementary-ii,初级起步篇 II,操场,caochang,名,playground,sân thể thao; sân trường,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:背:bei,boya-elementary-ii,初级起步篇 II,背,bei,动,to carry on the back,cõng; đeo trên lưng,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:层:ceng,boya-elementary-ii,初级起步篇 II,层,ceng,量,"measure word （for storey, floor）",tầng; lượng từ cho tầng nhà,translated_subagent_draft,,2;16,您有房子出租，是吗;母校聚会,16,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:北边:beibian,boya-elementary-ii,初级起步篇 II,北边,beibian,名,north,phía bắc,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:曾经:cengjing,boya-elementary-ii,初级起步篇 II,曾经,cengjing,,once; ever,từng; đã từng,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:被:bei,boya-elementary-ii,初级起步篇 II,被,bei,介,used in a passive sentence indicidating that the subject is the receiver of the action,dùng trong câu bị động để chỉ chủ ngữ chịu tác động,translated_subagent_draft,,2;18,您有房子出租，是吗;去打工,18,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:茶:cha,boya-elementary-ii,初级起步篇 II,茶,cha,名,tea,trà,translated_subagent_draft,,1;6,订一张机票;参加学校社团,6,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:本子:benzi,boya-elementary-ii,初级起步篇 II,本子,benzi,名,exercise book,vở,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:查:cha,boya-elementary-ii,初级起步篇 II,查,cha,动,to check; to look up,tra; kiểm tra,translated_subagent_draft,,1,订一张机票,1,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:鼻子:bizi,boya-elementary-ii,初级起步篇 II,鼻子,bizi,名,nose,mũi,translated_subagent_draft,,1;7,订一张机票;去动物园,7,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:尝:chang,boya-elementary-ii,初级起步篇 II,尝,chang,动,to taste,nếm; thử vị,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,188,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:场:chdng,boya-elementary-ii,初级起步篇 II,场,chdng,量,measure word （ for the process of something）,lượng từ cho một buổi hay một sự kiện,translated_subagent_draft,,1;8,订一张机票;一场篮球比赛,8,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:戴:dai,boya-elementary-ii,初级起步篇 II,戴,dài,动,to wear,đeo; đội,translated_subagent_draft,,1;9,订一张机票;糟糕的一天,9,189,词语总表,appendix_canonical_repaired_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。；拼音 OCR 修为 dài
boya-elementary-ii:唱歌:changge,boya-elementary-ii,初级起步篇 II,唱歌,chang ge,,to sing a song,hát,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:担心:danxin,boya-elementary-ii,初级起步篇 II,担心,danxin,动,to worry,lo lắng,translated_subagent_draft,,2;12,您有房子出租，是吗;搬进学校的宿舍,12,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:超市:chaoshi,boya-elementary-ii,初级起步篇 II,超市,chaoshi,名,supermarket,siêu thị,translated_subagent_draft,,1;11,订一张机票;做一个家常菜,11,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:蛋糕:dangao,boya-elementary-ii,初级起步篇 II,蛋糕,dangao,名,cake,bánh ngọt,translated_subagent_draft,,1;7,订一张机票;去动物园,7,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:炒:chdo,boya-elementary-ii,初级起步篇 II,炒,chdo,,to try,xào,translated_subagent_draft,,1;5,订一张机票;在饭馆儿点菜,5,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:当:dang,boya-elementary-ii,初级起步篇 II,当,dang,动,to work as,làm; đảm nhiệm vai trò,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:衬衫:chenshan,boya-elementary-ii,初级起步篇 II,衬衫,chenshan,名,shirt,áo sơ mi,translated_subagent_draft,,1;3,订一张机票;我丢了一个钱包,3,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:倒:dao,boya-elementary-ii,初级起步篇 II,倒,dao,动,to fall,ngã; đổ,translated_subagent_draft,,1;9;11,订一张机票;糟糕的一天;做一个家常菜,9;11,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:成功:chenggong,boya-elementary-ii,初级起步篇 II,成功,chenggong,动,to succeed,thành công,translated_subagent_draft,,2;14,您有房子出租，是吗;实现理想,14,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
boya-elementary-ii:到处:ddochi,boya-elementary-ii,初级起步篇 II,到处,ddochi,,everywhere,khắp nơi,translated_subagent_draft,,1;4,订一张机票;我在中国生活,4,189,词语总表,appendix_canonical_needs_pos_translation_review,词语总表提供词语、拼音和教材印刷页码；词类与越南文释义待从对应词语页核对。
