record_type,record_id,meaning_vi,meaning_vi_status
vocabulary,boya-elementary-ii:……分之……:fenzhi,phần; dùng để đọc phân số hoặc phần trăm,translated_subagent_draft
vocabulary,boya-elementary-ii:嗨:hai,chào; này,translated_subagent_draft
vocabulary,boya-elementary-ii:份:fen,phần; suất; lượng từ cho phần ăn hay tài liệu,translated_subagent_draft
vocabulary,boya-elementary-ii:海边:hdibian,bờ biển,translated_subagent_draft
vocabulary,boya-elementary-ii:风景:fengjing,phong cảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:害怕:haipa,sợ,translated_subagent_draft
vocabulary,boya-elementary-ii:服务员:fuwuyuan,nhân viên phục vụ,translated_subagent_draft
vocabulary,boya-elementary-ii:汉堡包:hanbaobdo,bánh hamburger,translated_subagent_draft
vocabulary,boya-elementary-ii:辅导:fuddo,hướng dẫn; kèm học,translated_subagent_draft
vocabulary,boya-elementary-ii:航班:hangban,chuyến bay,translated_subagent_draft
vocabulary,boya-elementary-ii:父母:fumu,cha mẹ,translated_subagent_draft
vocabulary,boya-elementary-ii:好不:hobi,rất; dùng để nhấn mạnh mức độ cao,translated_subagent_draft
vocabulary,boya-elementary-ii:负责:fuze,phụ trách; chịu trách nhiệm,translated_subagent_draft
vocabulary,boya-elementary-ii:好玩儿:hdowanr,vui; thú vị,translated_subagent_draft
vocabulary,boya-elementary-ii:附近:fujin,gần đây; vùng lân cận,translated_subagent_draft
vocabulary,boya-elementary-ii:好像:hdoxiang,hình như; dường như,translated_subagent_draft
vocabulary,boya-elementary-ii:复习:fuxi,ôn tập,translated_subagent_draft
vocabulary,boya-elementary-ii:亏码:haoma,số; số điện thoại,translated_subagent_draft
vocabulary,boya-elementary-ii:盒:he,hộp,translated_subagent_draft
vocabulary,boya-elementary-ii:该:gai,nên; đến lượt; đến lúc,translated_subagent_draft
vocabulary,boya-elementary-ii:河流:heliu,sông ngòi,translated_subagent_draft
vocabulary,boya-elementary-ii:干净:ganjing,sạch,translated_subagent_draft
vocabulary,boya-elementary-ii:黑板:heiban,bảng đen,translated_subagent_draft
vocabulary,boya-elementary-ii:烘干机:hongganji,máy sấy khô,translated_subagent_draft
vocabulary,boya-elementary-ii:家具:jiaju,đồ nội thất,translated_subagent_draft
vocabulary,boya-elementary-ii:呼吸:huxi,hô hấp; thở,translated_subagent_draft
vocabulary,boya-elementary-ii:家乡:jiaxiaing,quê hương,translated_subagent_draft
vocabulary,boya-elementary-ii:湖:hu,hồ,translated_subagent_draft
vocabulary,boya-elementary-ii:价钱:jidqian,giá tiền,translated_subagent_draft
vocabulary,boya-elementary-ii:护照:huzhdo,hộ chiếu,translated_subagent_draft
vocabulary,boya-elementary-ii:假期:jidqi,kỳ nghỉ,translated_subagent_draft
vocabulary,boya-elementary-ii:花儿:huar,hoa,translated_subagent_draft
vocabulary,boya-elementary-ii:坚持:jianchi,kiên trì; kiên quyết giữ vững,translated_subagent_draft
vocabulary,boya-elementary-ii:话剧:huaju,kịch nói,translated_subagent_draft
vocabulary,boya-elementary-ii:简历:jiani,sơ yếu lý lịch; CV,translated_subagent_draft
vocabulary,boya-elementary-ii:话题:huati,chủ đề,translated_subagent_draft
vocabulary,boya-elementary-ii:健身房:jidnshentang,phòng tập thể dục,translated_subagent_draft
vocabulary,boya-elementary-ii:坏:huai,xấu; hỏng,translated_subagent_draft
vocabulary,boya-elementary-ii:交:jigo,kết; giao; nộp,translated_subagent_draft
vocabulary,boya-elementary-ii:欢迎:huanying,chào mừng; hoan nghênh,translated_subagent_draft
vocabulary,boya-elementary-ii:教:jiao,dạy,translated_subagent_draft
vocabulary,boya-elementary-ii:环境:huanjing,môi trường,translated_subagent_draft
vocabulary,boya-elementary-ii:教室:jidoshi,lớp học; phòng học,translated_subagent_draft
vocabulary,boya-elementary-ii:换:huan,đổi; thay,translated_subagent_draft
vocabulary,boya-elementary-ii:接:jie,đón; nhận,translated_subagent_draft
vocabulary,boya-elementary-ii:黄金周:huangjinzhou,Tuần lễ Vàng,translated_subagent_draft
vocabulary,boya-elementary-ii:结果:jieguo,kết quả; vì vậy,translated_subagent_draft
vocabulary,boya-elementary-ii:回:hui,lần; lượng từ cho số lần làm một việc,translated_subagent_draft
vocabulary,boya-elementary-ii:紧张:jinzhang,căng thẳng; hồi hộp,translated_subagent_draft
vocabulary,boya-elementary-ii:回忆:huiyi,hồi tưởng; ký ức,translated_subagent_draft
vocabulary,boya-elementary-ii:近:jin,gần,translated_subagent_draft
vocabulary,boya-elementary-ii:火:huo,lửa,translated_subagent_draft
vocabulary,boya-elementary-ii:近视:jinshi,cận thị,translated_subagent_draft
vocabulary,boya-elementary-ii:或者:huozhe,hoặc,translated_subagent_draft
vocabulary,boya-elementary-ii:经常:jingchang,thường xuyên,translated_subagent_draft
vocabulary,boya-elementary-ii:经济舱:jingjicang,hạng phổ thông,translated_subagent_draft
vocabulary,boya-elementary-ii:经验:jingyan,kinh nghiệm,translated_subagent_draft
vocabulary,boya-elementary-ii:机场:jichaing,sân bay,translated_subagent_draft
vocabulary,boya-elementary-ii:机会:jihui,cơ hội,translated_subagent_draft
vocabulary,boya-elementary-ii:惊喜:jingxi,bất ngờ; niềm vui bất ngờ,translated_subagent_draft
vocabulary,boya-elementary-ii:机票:jipido,vé máy bay,translated_subagent_draft
vocabulary,boya-elementary-ii:精彩:jingcai,tuyệt vời; đặc sắc,translated_subagent_draft
vocabulary,boya-elementary-ii:急忙:jimang,vội vàng,translated_subagent_draft
vocabulary,boya-elementary-ii:聚会:juhui,tụ họp; buổi gặp mặt,translated_subagent_draft
vocabulary,boya-elementary-ii:挤:ji,chen chúc; chật chội,translated_subagent_draft
vocabulary,boya-elementary-ii:决赛:juesai,trận chung kết,translated_subagent_draft
vocabulary,boya-elementary-ii:计划:jihua,kế hoạch,translated_subagent_draft
vocabulary,boya-elementary-ii:记得:jide,nhớ,translated_subagent_draft
vocabulary,boya-elementary-ii:咖啡厅:kafeiting,quán cà phê,translated_subagent_draft
vocabulary,boya-elementary-ii:记住:jizhu,ghi nhớ,translated_subagent_draft
vocabulary,boya-elementary-ii:开玩笑:kaiwanxido,đùa; nói đùa,translated_subagent_draft
vocabulary,boya-elementary-ii:加:jia,thêm; cộng,translated_subagent_draft
vocabulary,boya-elementary-ii:开心:kaixin,vui; vui vẻ,translated_subagent_draft
vocabulary,boya-elementary-ii:加油:jiayou,cố lên; cổ vũ,translated_subagent_draft
vocabulary,boya-elementary-ii:考试:kdoshi,thi; kiểm tra,translated_subagent_draft
vocabulary,boya-elementary-ii:家:jia,lượng từ cho cơ sở kinh doanh như nhà hàng hoặc cửa hàng,translated_subagent_draft
vocabulary,boya-elementary-ii:靠近:kdojin,gần; đến gần,translated_subagent_draft
vocabulary,boya-elementary-ii:家常菜:jiachangcai,món ăn gia đình,translated_subagent_draft
vocabulary,boya-elementary-ii:可爱:keai,đáng yêu,translated_subagent_draft
vocabulary,boya-elementary-ii:可口:kekou,ngon miệng,translated_subagent_draft
vocabulary,boya-elementary-ii:麻婆豆腐:mapodoufu,đậu phụ Ma Bà,translated_subagent_draft
vocabulary,boya-elementary-ii:可惜:kexi,đáng tiếc,translated_subagent_draft
vocabulary,boya-elementary-ii:买单:maidan,thanh toán hóa đơn,translated_subagent_draft
vocabulary,boya-elementary-ii:肯定:kending,chắc chắn; khẳng định,translated_subagent_draft
vocabulary,boya-elementary-ii:满:man,đầy; kín,translated_subagent_draft
vocabulary,boya-elementary-ii:恐怕:kongpo,e rằng; có lẽ,translated_subagent_draft
vocabulary,boya-elementary-ii:满意:manyi,hài lòng,translated_subagent_draft
vocabulary,boya-elementary-ii:口:kou,lượng từ cho người trong gia đình hoặc miệng,translated_subagent_draft
vocabulary,boya-elementary-ii:慢:man,chậm,translated_subagent_draft
vocabulary,boya-elementary-ii:块:kudi,miếng; đồng tệ,translated_subagent_draft
vocabulary,boya-elementary-ii:门口:menkou,cửa ra vào,translated_subagent_draft
vocabulary,boya-elementary-ii:快:kuai,nhanh,translated_subagent_draft
vocabulary,boya-elementary-ii:米饭:mifan,cơm,translated_subagent_draft
vocabulary,boya-elementary-ii:快乐:kudile,vui vẻ; hạnh phúc,translated_subagent_draft
vocabulary,boya-elementary-ii:面试:mianshi,phỏng vấn,translated_subagent_draft
vocabulary,boya-elementary-ii:矿泉水:kudngquanshui,nước khoáng,translated_subagent_draft
vocabulary,boya-elementary-ii:名:ming,lượng từ lịch sự cho người,translated_subagent_draft
vocabulary,boya-elementary-ii:陌生:mosheng,xa lạ,translated_subagent_draft
vocabulary,boya-elementary-ii:母校:muxido,trường cũ; trường mẹ,translated_subagent_draft
vocabulary,boya-elementary-ii:辣:la,cay,translated_subagent_draft
vocabulary,boya-elementary-ii:辣椒:lajiao,ớt,translated_subagent_draft
vocabulary,boya-elementary-ii:篮球:lanqiu,bóng rổ,translated_subagent_draft
vocabulary,boya-elementary-ii:拿:na,cầm; lấy,translated_subagent_draft
vocabulary,boya-elementary-ii:离:li,cách; rời khỏi,translated_subagent_draft
vocabulary,boya-elementary-ii:斤:jin,cân (đơn vị 500 g),translated_subagent_draft
vocabulary,boya-elementary-ii:哪里:nali,đâu; nào,translated_subagent_draft
vocabulary,boya-elementary-ii:离开:iikai,rời khỏi,translated_subagent_draft
vocabulary,boya-elementary-ii:南边:nanbian,phía nam,translated_subagent_draft
vocabulary,boya-elementary-ii:里面:imian,bên trong,translated_subagent_draft
vocabulary,boya-elementary-ii:南方:nanfang,miền nam,translated_subagent_draft
vocabulary,boya-elementary-ii:里:li,bên trong,translated_subagent_draft
vocabulary,boya-elementary-ii:难得:nande,hiếm khi; khó có được,translated_subagent_draft
vocabulary,boya-elementary-ii:理想:iixidng,lý tưởng; ước mơ,translated_subagent_draft
vocabulary,boya-elementary-ii:难过:nanguo,buồn; khó chịu,translated_subagent_draft
vocabulary,boya-elementary-ii:厉害:lihai,lợi hại; ghê,translated_subagent_draft
vocabulary,boya-elementary-ii:闹钟:ndozhong,đồng hồ báo thức,translated_subagent_draft
vocabulary,boya-elementary-ii:立:ii,dựng; đặt đứng,translated_subagent_draft
vocabulary,boya-elementary-ii:牛肉:niurou,thịt bò,translated_subagent_draft
vocabulary,boya-elementary-ii:牛仔裤:niuzdiku,quần bò,translated_subagent_draft
vocabulary,boya-elementary-ii:连着:lianzhe,liên tục; liền,translated_subagent_draft
vocabulary,boya-elementary-ii:努力:nuli,nỗ lực; cố gắng,translated_subagent_draft
vocabulary,boya-elementary-ii:联系:lianxi,liên hệ,translated_subagent_draft
vocabulary,boya-elementary-ii:聊天儿:lidotianr,trò chuyện,translated_subagent_draft
vocabulary,boya-elementary-ii:牌子:paizi,nhãn hiệu; biển hiệu,translated_subagent_draft
vocabulary,boya-elementary-ii:了解:lidojie,hiểu; tìm hiểu,translated_subagent_draft
vocabulary,boya-elementary-ii:盘子:panzi,đĩa,translated_subagent_draft
vocabulary,boya-elementary-ii:零钱:iingqian,tiền lẻ,translated_subagent_draft
vocabulary,boya-elementary-ii:胖:pang,béo; mập,translated_subagent_draft
vocabulary,boya-elementary-ii:旅行:luxing,du lịch,translated_subagent_draft
vocabulary,boya-elementary-ii:跑步:paobu,chạy bộ,translated_subagent_draft
vocabulary,boya-elementary-ii:皮:pi,da; vỏ,translated_subagent_draft
vocabulary,boya-elementary-ii:麻烦:mafan,làm phiền; phiền,translated_subagent_draft
vocabulary,boya-elementary-ii:片:pian,miếng; lát (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-ii:平:ping,phẳng; ngang bằng,translated_subagent_draft
vocabulary,boya-elementary-ii:沙发:shafa,ghế sofa,translated_subagent_draft
vocabulary,boya-elementary-ii:瓶:ping,chai (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-ii:商店:shangdlian,cửa hàng,translated_subagent_draft
vocabulary,boya-elementary-ii:上班:shangban,đi làm,translated_subagent_draft
vocabulary,boya-elementary-ii:上去:shangqu,đi lên,translated_subagent_draft
vocabulary,boya-elementary-ii:其实:qishi,thật ra; thực ra,translated_subagent_draft
vocabulary,boya-elementary-ii:上学:shangxue,đi học,translated_subagent_draft
vocabulary,boya-elementary-ii:奇怪:qigudi,lạ; kỳ lạ,translated_subagent_draft
vocabulary,boya-elementary-ii:社团:shetuan,câu lạc bộ,translated_subagent_draft
vocabulary,boya-elementary-ii:启发:aifa,gợi mở; khơi gợi,translated_subagent_draft
vocabulary,boya-elementary-ii:深:shen,sâu,translated_subagent_draft
vocabulary,boya-elementary-ii:起飞:aifei,cất cánh,translated_subagent_draft
vocabulary,boya-elementary-ii:生活:shenghuo,cuộc sống; sinh sống,translated_subagent_draft
vocabulary,boya-elementary-ii:起来:qilai,đứng dậy; lên (bổ ngữ xu hướng),translated_subagent_draft
vocabulary,boya-elementary-ii:生日:shengri,sinh nhật,translated_subagent_draft
vocabulary,boya-elementary-ii:汽车:qiche,ô tô,translated_subagent_draft
vocabulary,boya-elementary-ii:省:sheng,tỉnh (Trung Quốc),translated_subagent_draft
vocabulary,boya-elementary-ii:钱包:qidnbao,ví tiền,translated_subagent_draft
vocabulary,boya-elementary-ii:失败:shibai,thất bại,translated_subagent_draft
vocabulary,boya-elementary-ii:墙:qiang,tường,translated_subagent_draft
vocabulary,boya-elementary-ii:师傅:shifu,bác/chú (cách gọi lịch sự người thợ hoặc tài xế),translated_subagent_draft
vocabulary,boya-elementary-ii:巧:qiao,tình cờ; khéo đúng lúc,translated_subagent_draft
vocabulary,boya-elementary-ii:实现:shixian,thực hiện; biến thành hiện thực,translated_subagent_draft
vocabulary,boya-elementary-ii:切:qie,cắt; thái,translated_subagent_draft
vocabulary,boya-elementary-ii:拾到者:shidaozhe,người nhặt được,translated_subagent_draft
vocabulary,boya-elementary-ii:轻松:qingsong,nhẹ nhàng; thoải mái,translated_subagent_draft
vocabulary,boya-elementary-ii:食堂:shitang,nhà ăn; căng tin,translated_subagent_draft
vocabulary,boya-elementary-ii:清楚:qingchu,rõ; rõ ràng,translated_subagent_draft
vocabulary,boya-elementary-ii:食指:shizhi,ngón trỏ,translated_subagent_draft
vocabulary,boya-elementary-ii:晴:qing,nắng; trời quang,translated_subagent_draft
vocabulary,boya-elementary-ii:试:shi,thử,translated_subagent_draft
vocabulary,boya-elementary-ii:取:qu,lấy; nhận,translated_subagent_draft
vocabulary,boya-elementary-ii:适合:shihe,phù hợp; hợp,translated_subagent_draft
vocabulary,boya-elementary-ii:去掉:qudico,bỏ đi; loại bỏ,translated_subagent_draft
vocabulary,boya-elementary-ii:收拾:shoushi,dọn dẹp; thu xếp,translated_subagent_draft
vocabulary,boya-elementary-ii:熟:shou,chín,translated_subagent_draft
vocabulary,boya-elementary-ii:热:re,nóng,translated_subagent_draft
vocabulary,boya-elementary-ii:书包:shubao,cặp sách,translated_subagent_draft
vocabulary,boya-elementary-ii:热情:reqing,nhiệt tình,translated_subagent_draft
vocabulary,boya-elementary-ii:舒服:shufu,dễ chịu; thoải mái,translated_subagent_draft
vocabulary,boya-elementary-ii:认真:renzhen,nghiêm túc; chăm chỉ,translated_subagent_draft
vocabulary,boya-elementary-ii:输:shu,thua,translated_subagent_draft
vocabulary,boya-elementary-ii:日出:richi,bình minh; mặt trời mọc,translated_subagent_draft
vocabulary,boya-elementary-ii:熟悉:shuxi,quen thuộc,translated_subagent_draft
vocabulary,boya-elementary-ii:日子:rizi,ngày tháng; cuộc sống,translated_subagent_draft
vocabulary,boya-elementary-ii:树:shu,cây,translated_subagent_draft
vocabulary,boya-elementary-ii:如果:riguo,nếu,translated_subagent_draft
vocabulary,boya-elementary-ii:数学:shuxue,toán học,translated_subagent_draft
vocabulary,boya-elementary-ii:刷卡:shuaka,quẹt thẻ,translated_subagent_draft
vocabulary,boya-elementary-ii:摔:shuai,ngã; làm rơi,translated_subagent_draft
vocabulary,boya-elementary-ii:散步:sanbu,đi dạo,translated_subagent_draft
vocabulary,boya-elementary-ii:帅:shudi,đẹp trai,translated_subagent_draft
vocabulary,boya-elementary-ii:扫:sdo,quét; quét mã,translated_subagent_draft
vocabulary,boya-elementary-ii:水饺:shurjidio,sủi cảo,translated_subagent_draft
vocabulary,boya-elementary-ii:完美:wanmei,hoàn hảo,translated_subagent_draft
vocabulary,boya-elementary-ii:小时候:xidoshihou,lúc nhỏ; hồi bé,translated_subagent_draft
vocabulary,boya-elementary-ii:外面:waimian,bên ngoài,translated_subagent_draft
vocabulary,boya-elementary-ii:消息:xidoxi,tin nhắn; tin tức,translated_subagent_draft
vocabulary,boya-elementary-ii:外卖:waimai,đồ ăn giao tận nơi,translated_subagent_draft
vocabulary,boya-elementary-ii:像:xiang,giống như,translated_subagent_draft
vocabulary,boya-elementary-ii:相片:xiangpian,ảnh; bức ảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:响:xidng,reo; vang,translated_subagent_draft
vocabulary,boya-elementary-ii:土豆:tudou,khoai tây,translated_subagent_draft
vocabulary,boya-elementary-ii:箱子:xiangzi,thùng; hộp lớn,translated_subagent_draft
vocabulary,boya-elementary-ii:图书馆:tushuguan,thư viện,translated_subagent_draft
vocabulary,boya-elementary-ii:相关:xiangguan,liên quan,translated_subagent_draft
vocabulary,boya-elementary-ii:头发:toufa,tóc,translated_subagent_draft
vocabulary,boya-elementary-ii:羡慕:xianmu,ngưỡng mộ; ghen tị,translated_subagent_draft
vocabulary,boya-elementary-ii:头等舱:toudengcang,khoang hạng nhất,translated_subagent_draft
vocabulary,boya-elementary-ii:先生:xiansheng,ông; ngài,translated_subagent_draft
vocabulary,boya-elementary-ii:痛快:tongkuai,sảng khoái; thỏa thích,translated_subagent_draft
vocabulary,boya-elementary-ii:先:xian,trước; trước hết,translated_subagent_draft
vocabulary,boya-elementary-ii:同时:tongshi,đồng thời,translated_subagent_draft
vocabulary,boya-elementary-ii:下来:xidlai,đi xuống; xuống,translated_subagent_draft
vocabulary,boya-elementary-ii:通知:tongzhi,thông báo,translated_subagent_draft
vocabulary,boya-elementary-ii:系:xi,khoa; bộ môn,translated_subagent_draft
vocabulary,boya-elementary-ii:听写:tingxie,nghe viết,translated_subagent_draft
vocabulary,boya-elementary-ii:洗衣机:xiyij,máy giặt,translated_subagent_draft
vocabulary,boya-elementary-ii:听说:tingshua,nghe nói,translated_subagent_draft
vocabulary,boya-elementary-ii:洗:xy,rửa; giặt,translated_subagent_draft
vocabulary,boya-elementary-ii:听见:tingjian,nghe thấy,translated_subagent_draft
vocabulary,boya-elementary-ii:习惯:xiguan,quen; thói quen,translated_subagent_draft
vocabulary,boya-elementary-ii:贴:tie,dán,translated_subagent_draft
vocabulary,boya-elementary-ii:希望:xiwang,hy vọng; mong,translated_subagent_draft
vocabulary,boya-elementary-ii:条件:tidolian,điều kiện,translated_subagent_draft
vocabulary,boya-elementary-ii:西红柿:xihongshi,cà chua,translated_subagent_draft
vocabulary,boya-elementary-ii:甜:tian,ngọt,translated_subagent_draft
vocabulary,boya-elementary-ii:西边:xibian,phía tây,translated_subagent_draft
vocabulary,boya-elementary-ii:提:ti,nhắc đến; xách,translated_subagent_draft
vocabulary,boya-elementary-ii:套:tao,bộ; căn (lượng từ nhà hoặc căn hộ),translated_subagent_draft
vocabulary,boya-elementary-ii:讨论:tdolin,thảo luận,translated_subagent_draft
vocabulary,boya-elementary-ii:无:wi,không có; vô,translated_subagent_draft
vocabulary,boya-elementary-ii:趟:tang,chuyến (lượng từ lượt đi-về),translated_subagent_draft
vocabulary,boya-elementary-ii:味道:weidao,mùi vị; hương vị,translated_subagent_draft
vocabulary,boya-elementary-ii:糖:tang,đường,translated_subagent_draft
vocabulary,boya-elementary-ii:卫生间:weishengjian,nhà vệ sinh,translated_subagent_draft
vocabulary,boya-elementary-ii:为了:weile,để; vì mục đích,translated_subagent_draft
vocabulary,boya-elementary-ii:往:wding,hướng về; về phía,translated_subagent_draft
vocabulary,boya-elementary-ii:蒜:suan,tỏi,translated_subagent_draft
vocabulary,boya-elementary-ii:网上:wdingshang,trên mạng,translated_subagent_draft
vocabulary,boya-elementary-ii:酸:suan,chua,translated_subagent_draft
vocabulary,boya-elementary-ii:忘:wang,quên,translated_subagent_draft
vocabulary,boya-elementary-ii:送:song,tiễn; tặng,translated_subagent_draft
vocabulary,boya-elementary-ii:碗:wan,bát,translated_subagent_draft
vocabulary,boya-elementary-ii:丝:si,sợi; sợi nhỏ (lượng từ),translated_subagent_draft
vocabulary,boya-elementary-ii:晚点:wandidn,trễ giờ; chậm chuyến,translated_subagent_draft
vocabulary,boya-elementary-ii:顺利:shunli,thuận lợi,translated_subagent_draft
vocabulary,boya-elementary-ii:完全:wanquan,hoàn toàn,translated_subagent_draft
vocabulary,boya-elementary-ii:睡懒觉:shuilaniiao,ngủ nướng,translated_subagent_draft
vocabulary,boya-elementary-ii:校园:xidoyuan,khuôn viên trường,translated_subagent_draft
vocabulary,boya-elementary-ii:阴:yin,âm u; nhiều mây,translated_subagent_draft
vocabulary,boya-elementary-ii:笑:xido,cười,translated_subagent_draft
vocabulary,boya-elementary-ii:赢:ying,thắng,translated_subagent_draft
vocabulary,boya-elementary-ii:熊猫:xiongmao,gấu trúc,translated_subagent_draft
vocabulary,boya-elementary-ii:影响:yingxiang,ảnh hưởng,translated_subagent_draft
vocabulary,boya-elementary-ii:新鲜:xinxian,tươi; mới,translated_subagent_draft
vocabulary,boya-elementary-ii:优点:youdian,ưu điểm,translated_subagent_draft
vocabulary,boya-elementary-ii:信息:xinxi,thông tin,translated_subagent_draft
vocabulary,boya-elementary-ii:油:you,dầu ăn,translated_subagent_draft
vocabulary,boya-elementary-ii:信心:xinxin,niềm tin; sự tự tin,translated_subagent_draft
vocabulary,boya-elementary-ii:有空儿:youkongr,rảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:醒:xing,tỉnh; thức,translated_subagent_draft
vocabulary,boya-elementary-ii:右:you,bên phải,translated_subagent_draft
vocabulary,boya-elementary-ii:幸运:xingyin,may mắn,translated_subagent_draft
vocabulary,boya-elementary-ii:幼儿园:youeryuan,trường mẫu giáo,translated_subagent_draft
vocabulary,boya-elementary-ii:需要:xuydo,cần,translated_subagent_draft
vocabulary,boya-elementary-ii:语言:yiyan,ngôn ngữ,translated_subagent_draft
vocabulary,boya-elementary-ii:学期:xueqi,học kỳ,translated_subagent_draft
vocabulary,boya-elementary-ii:遇到:yuddo,gặp phải,translated_subagent_draft
vocabulary,boya-elementary-ii:学生会:xueshenghui,hội sinh viên,translated_subagent_draft
vocabulary,boya-elementary-ii:原价:yuanjia,giá gốc,translated_subagent_draft
vocabulary,boya-elementary-ii:学生证:xueshengzheng,thẻ sinh viên,translated_subagent_draft
vocabulary,boya-elementary-ii:原来:yuanlai,vốn dĩ; hóa ra; cũ,translated_subagent_draft
vocabulary,boya-elementary-ii:寻物启事:xunwuqishi,thông báo tìm đồ thất lạc,translated_subagent_draft
vocabulary,boya-elementary-ii:原料:yuanlido,nguyên liệu,translated_subagent_draft
vocabulary,boya-elementary-ii:远:yuan,xa,translated_subagent_draft
vocabulary,boya-elementary-ii:愿意:yudnyi,sẵn lòng; bằng lòng,translated_subagent_draft
vocabulary,boya-elementary-ii:严重:yanzhong,nghiêm trọng,translated_subagent_draft
vocabulary,boya-elementary-ii:越来越……:yuelaiyue,ngày càng…,translated_subagent_draft
vocabulary,boya-elementary-ii:盐:yan,muối,translated_subagent_draft
vocabulary,boya-elementary-ii:越……越……:yueyue,càng… càng…,translated_subagent_draft
vocabulary,boya-elementary-ii:眼睛:yanjing,mắt,translated_subagent_draft
vocabulary,boya-elementary-ii:云:yun,mây,translated_subagent_draft
vocabulary,boya-elementary-ii:眼镜:yanjing,kính mắt,translated_subagent_draft
vocabulary,boya-elementary-ii:阳光:yangguang,ánh nắng,translated_subagent_draft
vocabulary,boya-elementary-ii:样子:yangzi,dáng vẻ; kiểu dáng,translated_subagent_draft
vocabulary,boya-elementary-ii:再说:zdishud,hơn nữa; vả lại,translated_subagent_draft
vocabulary,boya-elementary-ii:也许:yexu,có lẽ,translated_subagent_draft
vocabulary,boya-elementary-ii:糟糕:zaogao,tệ; tồi tệ,translated_subagent_draft
vocabulary,boya-elementary-ii:夜里:yeli,ban đêm,translated_subagent_draft
vocabulary,boya-elementary-ii:早餐:zdocan,bữa sáng,translated_subagent_draft
vocabulary,boya-elementary-ii:一块儿:yikudir,cùng nhau,translated_subagent_draft
vocabulary,boya-elementary-ii:长:zhang,lớn lên; mọc dài,translated_subagent_draft
vocabulary,boya-elementary-ii:一下子:yixidzi,đột nhiên; trong chốc lát,translated_subagent_draft
vocabulary,boya-elementary-ii:招聘:zhaopin,tuyển dụng,translated_subagent_draft
vocabulary,boya-elementary-ii:一样:yiyang,giống nhau; như nhau,translated_subagent_draft
vocabulary,boya-elementary-ii:着:zhao,được; trúng (bổ ngữ kết quả),translated_subagent_draft
vocabulary,boya-elementary-ii:一边:yibian,vừa... vừa...; đồng thời,translated_subagent_draft
vocabulary,boya-elementary-ii:照:zhao,chụp; chụp ảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:咦:yi,ủa; ơ,translated_subagent_draft
vocabulary,boya-elementary-ii:照片:zhaopian,ảnh,translated_subagent_draft
vocabulary,boya-elementary-ii:以前:yiqian,trước đây; trước khi,translated_subagent_draft
vocabulary,boya-elementary-ii:着:zhe,(trợ từ) chỉ trạng thái đang tiếp diễn,translated_subagent_draft
vocabulary,boya-elementary-ii:以为:yiwei,tưởng; cứ nghĩ là,translated_subagent_draft
vocabulary,boya-elementary-ii:真正:zhenzheng,thực sự; đích thực,translated_subagent_draft
vocabulary,boya-elementary-ii:正点:zhengdian,đúng giờ,translated_subagent_draft
vocabulary,boya-elementary-ii:主要:zhuyao,chủ yếu; chính,translated_subagent_draft
vocabulary,boya-elementary-ii:只要:zhiydo,chỉ cần,translated_subagent_draft
vocabulary,boya-elementary-ii:祝:zhu,chúc,translated_subagent_draft
vocabulary,boya-elementary-ii:纸:zhi,giấy,translated_subagent_draft
vocabulary,boya-elementary-ii:祝贺:zhuhe,chúc mừng,translated_subagent_draft
vocabulary,boya-elementary-ii:制订:zhiding,xây dựng; lập (kế hoạch),translated_subagent_draft
vocabulary,boya-elementary-ii:专门:zhuanmen,chuyên; đặc biệt,translated_subagent_draft
vocabulary,boya-elementary-ii:中餐馆:zhongcanguan,nhà hàng Trung Quốc,translated_subagent_draft
vocabulary,boya-elementary-ii:专业:zhuanye,chuyên ngành,translated_subagent_draft
vocabulary,boya-elementary-ii:中指:zhongzhi,ngón giữa,translated_subagent_draft
vocabulary,boya-elementary-ii:准备:zhunbei,chuẩn bị,translated_subagent_draft
vocabulary,boya-elementary-ii:终于:zhongyu,cuối cùng,translated_subagent_draft
vocabulary,boya-elementary-ii:桌子:zhuozi,bàn,translated_subagent_draft
vocabulary,boya-elementary-ii:种类:zhonglei,chủng loại; loại,translated_subagent_draft
vocabulary,boya-elementary-ii:租:zu,thuê,translated_subagent_draft
vocabulary,boya-elementary-ii:重:zhong,nặng,translated_subagent_draft
vocabulary,boya-elementary-ii:最后:zuihou,cuối cùng; sau cùng,translated_subagent_draft
vocabulary,boya-elementary-ii:重要:zhongyio,quan trọng,translated_subagent_draft
vocabulary,boya-elementary-ii:最近:zuijin,gần đây,translated_subagent_draft
vocabulary,boya-elementary-ii:周围:zhouwei,xung quanh,translated_subagent_draft
vocabulary,boya-elementary-ii:左右:zuoyou,khoảng; chừng,translated_subagent_draft
vocabulary,boya-elementary-ii:粥:zhou,cháo,translated_subagent_draft
vocabulary,boya-elementary-ii:座位:zuowei,chỗ ngồi,translated_subagent_draft
vocabulary,boya-elementary-ii:主意:zhuyi,ý kiến; ý tưởng,translated_subagent_draft
vocabulary,boya-elementary-ii:广州:gudngzhou,Quảng Châu,translated_subagent_draft
